id,domain,title,status,evidence,notes,source
A-0138,agentic-github,david-xinyuwei/david-share/Agents/LLM-Judgment/readme.md,reference,https://github.com/david-xinyuwei/david-share,Source: gh-llm-as-judge,agentic-research
A-0139,agentic-github,deepsense-ai/ragbits/README.md,reference,https://github.com/deepsense-ai/ragbits,Source: gh-promptfoo,agentic-research
A-0140,agentic-github,depalmar/ai_for_the_win/notebooks/lab49_llm_red_teaming.ipynb,reference,https://github.com/depalmar/ai_for_the_win,Source: gh-garak-llm-vulnerability,agentic-research
A-0141,agentic-github,derv82/wifite2/README.md,reference,https://github.com/derv82/wifite2,Source: gh-pyrit,agentic-research
A-0142,agentic-github,derv82/wifite/readme.md,reference,https://github.com/derv82/wifite,Source: gh-pyrit,agentic-research
A-0143,agentic-github,DerwenAI/strwythura/NOTES.md,reference,https://github.com/DerwenAI/strwythura,Source: gh-deepeval,agentic-research
A-0144,agentic-github,detoxio-ai/ai-red-teaming-training/lab/tools/llms/garak/garak.md,reference,https://github.com/detoxio-ai/ai-red-teaming-training,Source: gh-garak-llm-vulnerability,agentic-research
A-0145,agentic-github,digitalyoshixi/zettelkasten/content/Machine Learning/Anthropic Responsible Scaling Policy.md,reference,https://github.com/digitalyoshixi/zettelkasten,Source: gh-anthropic-responsible-scaling-policy,agentic-research
A-0146,agentic-github,disler/llm-prompt-testing-quick-start/README.md,reference,https://github.com/disler/llm-prompt-testing-quick-start,Source: gh-promptfoo,agentic-research
A-0147,agentic-github,dmsavkov/Anki-Accelerator/README.md,reference,https://github.com/dmsavkov/Anki-Accelerator,Source: gh-langsmith-eval,agentic-research
A-0148,agentic-github,DocAILab/XRAG/logs.txt,reference,https://github.com/DocAILab/XRAG,Source: gh-deepeval,agentic-research
A-0149,agentic-github,dohko04/awesome-ai-prompts-for-devs/prompts/vibe-coding/README.md,reference,https://github.com/dohko04/awesome-ai-prompts-for-devs,Source: gh-agent-eval-framework,agentic-research
A-0150,agentic-github,doocs/awesome-ai/README.md,reference,https://github.com/doocs/awesome-ai,Source: gh-swe-bench,agentic-research
A-0151,agentic-github,dsifry/goodtogo/CHANGELOG.md,reference,https://github.com/dsifry/goodtogo,Source: gh-agent-rubric,agentic-research
A-0152,agentic-github,DSXiangLi/DecryptPrompt/README.md,reference,https://github.com/DSXiangLi/DecryptPrompt,Source: gh-swe-bench,agentic-research
A-0153,agentic-github,EachSheep/ShortcutsBench/experiments/README.md,reference,https://github.com/EachSheep/ShortcutsBench,Source: gh-agent-capability-eval,agentic-research
A-0154,agentic-github,EchoYue-lp/echo-agent/src/eval/report.rs,reference,https://github.com/EchoYue-lp/echo-agent,Source: gh-agent-eval-framework,agentic-research
A-0155,agentic-github,EdenYavin/Garak-MCP/README.md,reference,https://github.com/EdenYavin/Garak-MCP,Source: gh-garak-llm-vulnerability,agentic-research
A-0156,agentic-github,EdenYavin/Garak-MCP/src/scan.py,reference,https://github.com/EdenYavin/Garak-MCP,Source: gh-garak-llm-vulnerability,agentic-research
A-0157,agentic-github,Eigenwise/atomic-agents/claude-plugin/atomic-agents/CHANGELOG.md,reference,https://github.com/Eigenwise/atomic-agents,Source: gh-agent-rubric,agentic-research
A-0158,agentic-github,elder-plinius/T3MP3ST/src/index.ts,reference,https://github.com/elder-plinius/T3MP3ST,Source: gh-agent-red-team,agentic-research
A-0159,agentic-github,embabel/embabel-agent/embabel-agent-docs/src/main/asciidoc/eval/eval-guide.adoc,reference,https://github.com/embabel/embabel-agent,Source: gh-agent-eval-framework,agentic-research
A-0160,agentic-github,EngineerNV/gemma-fine-tune-character-pipeline/AGENTS.md,reference,https://github.com/EngineerNV/gemma-fine-tune-character-pipeline,Source: gh-langsmith-eval,agentic-research
A-0161,agentic-github,EngineerNV/gemma-fine-tune-character-pipeline/CLAUDE.md,reference,https://github.com/EngineerNV/gemma-fine-tune-character-pipeline,Source: gh-langsmith-eval,agentic-research
A-0162,agentic-github,Exorust/LLM-Cookbook/README.md,reference,https://github.com/Exorust/LLM-Cookbook,Source: gh-deepeval,agentic-research
A-0163,agentic-github,Eyadkelleh/awesome-skills-security/README.md,reference,https://github.com/Eyadkelleh/awesome-skills-security,Source: gh-ai-safety-eval,agentic-research
A-0164,agentic-github,facebookresearch/MMRB2/evaluate/README.md,reference,https://github.com/facebookresearch/MMRB2,Source: gh-llm-as-judge,agentic-research
A-0165,agentic-github,fainir/most-capable-agent-system-prompt/README.md,reference,https://github.com/fainir/most-capable-agent-system-prompt,Source: gh-agent-benchmark,agentic-research
A-0166,agentic-github,fancyboi999/ai-engineering-from-scratch-zh/phases/15-autonomous-systems/19-anthropic-rsp/docs/zh.md,reference,https://github.com/fancyboi999/ai-engineering-from-scratch-zh,Source: gh-openai-preparedness-framework,agentic-research
A-0167,agentic-github,fancyboi999/ai-engineering-from-scratch-zh/phases/15-autonomous-systems/20-openai-preparedness-deepmind-fsf/docs/zh.md,reference,https://github.com/fancyboi999/ai-engineering-from-scratch-zh,Source: gh-openai-preparedness-framework,agentic-research
A-0168,agentic-github,fancyboi999/ai-engineering-from-scratch-zh/phases/18-ethics-safety-alignment/18-frontier-safety-frameworks-rsp-pf-fsf/docs/zh.md,reference,https://github.com/fancyboi999/ai-engineering-from-scratch-zh,Source: gh-openai-preparedness-framework,agentic-research
A-0169,agentic-github,fancyboi999/ai-engineering-from-scratch-zh/site/catalog.html,reference,https://github.com/fancyboi999/ai-engineering-from-scratch-zh,Source: gh-openai-preparedness-framework,agentic-research
A-0170,agentic-github,FareedKhan-dev/complex-RAG-guide/README.md,reference,https://github.com/FareedKhan-dev/complex-RAG-guide,Source: gh-ragas-evaluation,agentic-research
A-0171,agentic-github,FareedKhan-dev/deep-thinking-rag/README.md,reference,https://github.com/FareedKhan-dev/deep-thinking-rag,Source: gh-ragas-evaluation,agentic-research
A-0172,agentic-github,FaustoS88/Pydantic-AI-Pinescript-Expert/README.md,reference,https://github.com/FaustoS88/Pydantic-AI-Pinescript-Expert,Source: gh-ragas-evaluation,agentic-research
A-0173,agentic-github,fendouai/CodexSaver/README.md,reference,https://github.com/fendouai/CodexSaver,Source: gh-agent-benchmark,agentic-research
A-0174,agentic-github,FerroxLabs/wayland/src/process/resources/skills-library/bodies/skills/writing/traditional-publishing/SKILL.md,reference,https://github.com/FerroxLabs/wayland,Source: gh-agent-evaluation-criteria,agentic-research
A-0175,agentic-github,FireTable/langgraph-app/docs/DB.md,reference,https://github.com/FireTable/langgraph-app,Source: gh-agent-evaluation-criteria,agentic-research
A-0176,agentic-github,FireTable/langgraph-app/README.md,reference,https://github.com/FireTable/langgraph-app,Source: gh-agent-evaluation-criteria,agentic-research
A-0177,agentic-github,FlyFission/nuclear-grade-context-engineering/templates/standard/red-team.md,reference,https://github.com/FlyFission/nuclear-grade-context-engineering,Source: gh-garak-llm-vulnerability,agentic-research
A-0178,agentic-github,friendmine/llm-course-chn/README.md,reference,https://github.com/friendmine/llm-course-chn,Source: gh-deepeval,agentic-research
A-0179,agentic-github,frutik/awesome-search/obsidian/vault/Awesome Search/Companies/Dropbox.md,reference,https://github.com/frutik/awesome-search,Source: gh-llm-as-judge,agentic-research
A-0180,agentic-github,frutik/awesome-search/obsidian/vault/Awesome Search/Concepts/Staged Judging.md,reference,https://github.com/frutik/awesome-search,Source: gh-llm-as-judge,agentic-research
A-0181,agentic-github,frutik/awesome-search/README-PREV.md,reference,https://github.com/frutik/awesome-search,Source: gh-llm-as-judge,agentic-research
A-0182,agentic-github,FunnyWolf/Viper/docs/en/training/intelligent_epoch_ai_large_model_driven_red_team_attack_techniques_ii.md,reference,https://github.com/FunnyWolf/Viper,Source: gh-agent-red-team,agentic-research
A-0183,agentic-github,gabrielchua/daily-ai-papers/archive/2025/02/27.md,reference,https://github.com/gabrielchua/daily-ai-papers,Source: gh-ai-safety-eval,agentic-research
A-0184,agentic-github,GaeaRuiW/kube-llmops/AGENTS.md,reference,https://github.com/GaeaRuiW/kube-llmops,Source: gh-ragas-evaluation,agentic-research
A-0185,agentic-github,GaeaRuiW/kube-llmops/docs/rag/rag-assessment.md,reference,https://github.com/GaeaRuiW/kube-llmops,Source: gh-langsmith-eval,agentic-research
A-0186,agentic-github,gersteinlab/LocAgent/README.md,reference,https://github.com/gersteinlab/LocAgent,Source: gh-swe-bench,agentic-research
A-0187,agentic-github,ghimiresunil/LLM-PowerHouse-A-Curated-Guide-for-Large-Language-Models-with-Custom-Training-and-Inferencing/README.md,reference,https://github.com/ghimiresunil/LLM-PowerHouse-A-Curated-Guide-for-Large-Language-Models-with-Custom-Training-and-Inferencing,Source: gh-deepeval,agentic-research
A-0188,agentic-github,google/litmus/README.md,reference,https://github.com/google/litmus,Source: gh-ragas-evaluation,agentic-research
A-0189,agentic-github,GRC-Engineer/awesome-security-GRC/README.md,reference,https://github.com/GRC-Engineer/awesome-security-GRC,Source: gh-agent-risk-assessment,agentic-research
A-0190,agentic-github,GSA-TTS/agentic-coding-playbook/llms.txt,reference,https://github.com/GSA-TTS/agentic-coding-playbook,Source: gh-agent-risk-assessment,agentic-research
A-0191,agentic-github,GSA-TTS/agentic-coding-playbook/PLAYBOOK.md,reference,https://github.com/GSA-TTS/agentic-coding-playbook,Source: gh-agent-risk-assessment,agentic-research
A-0192,agentic-github,GSA-TTS/agentic-coding-quickstart/docs/risk-assessment.md,reference,https://github.com/GSA-TTS/agentic-coding-quickstart,Source: gh-agent-risk-assessment,agentic-research
A-0193,agentic-github,guzus/ai-research-arm/research/twitter/2026-05-07.md,reference,https://github.com/guzus/ai-research-arm,Source: gh-ai-safety-eval,agentic-research
A-0194,agentic-github,h5i-dev/awesome-ai-agent-incidents/README.md,reference,https://github.com/h5i-dev/awesome-ai-agent-incidents,Source: gh-agent-risk-assessment,agentic-research
A-0195,agentic-github,hacker3983/pyrit-installer/README.md,reference,https://github.com/hacker3983/pyrit-installer,Source: gh-pyrit,agentic-research
A-0196,agentic-github,hades217/awesome-ai/README.md,reference,https://github.com/hades217/awesome-ai,Source: gh-promptfoo,agentic-research
A-0197,agentic-github,HKUDS/AutoAgent/README.md,reference,https://github.com/HKUDS/AutoAgent,Source: gh-swe-bench,agentic-research
A-0198,agentic-github,HKUSTDial/awesome-data-agents/README.md,reference,https://github.com/HKUSTDial/awesome-data-agents,Source: gh-agent-benchmark,agentic-research
A-0199,agentic-github,HKUST-KnowComp/Awesome-LLM-Scientific-Discovery/README.md,reference,https://github.com/HKUST-KnowComp/Awesome-LLM-Scientific-Discovery,Source: gh-agent-benchmark,agentic-research
A-0200,agentic-github,hollobit/GenAI_LLM_timeline/AGI-frontierAI.md,reference,https://github.com/hollobit/GenAI_LLM_timeline,Source: gh-ai-safety-eval,agentic-research
A-0201,agentic-github,humanlayer/advanced-context-engineering-for-coding-agents/wsff.md,reference,https://github.com/humanlayer/advanced-context-engineering-for-coding-agents,Source: gh-swe-bench,agentic-research
A-0202,agentic-github,huybery/Awesome-Code-LLM/README.md,reference,https://github.com/huybery/Awesome-Code-LLM,Source: gh-swe-bench,agentic-research
A-0203,agentic-github,hyp1231/awesome-llm-powered-agent/README.md,reference,https://github.com/hyp1231/awesome-llm-powered-agent,Source: gh-agent-benchmark,agentic-research
A-0204,agentic-github,i-am-alice/3rd-devs/README.md,reference,https://github.com/i-am-alice/3rd-devs,Source: gh-promptfoo,agentic-research
A-0205,agentic-github,ibm-self-serve-assets/SuperKnowa/5. LLM Model Evaluations/README.md,reference,https://github.com/ibm-self-serve-assets/SuperKnowa,Source: gh-mlflow-evaluation,agentic-research
A-0206,agentic-github,ibm-self-serve-assets/SuperKnowa/Enterprise LLM Use Cases/1. Conversational Q&A/Evaluation/readme.md,reference,https://github.com/ibm-self-serve-assets/SuperKnowa,Source: gh-mlflow-evaluation,agentic-research
A-0207,agentic-github,IBM/unitxt/docs/docs/examples.rst,reference,https://github.com/IBM/unitxt,Source: gh-llm-as-judge,agentic-research
A-0208,agentic-github,IBM/unitxt/docs/docs/llm_as_judge.rst,reference,https://github.com/IBM/unitxt,Source: gh-llm-as-judge,agentic-research
A-0209,agentic-github,Ikalus1988/MisakaNet/lessons/core/search-first-roadmap-loop.md,reference,https://github.com/Ikalus1988/MisakaNet,Source: gh-agent-capability-eval,agentic-research
A-0210,agentic-github,InMatrix/ai-papers-reader/docs/2025-09-26/2509.18058.md,reference,https://github.com/InMatrix/ai-papers-reader,Source: gh-ai-safety-eval,agentic-research
A-0211,agentic-github,InternScience/Agents-A1/README.md,reference,https://github.com/InternScience/Agents-A1,Source: gh-agent-capability-eval,agentic-research
A-0212,agentic-github,intersystems-community/iris-vector-rag/README.md,reference,https://github.com/intersystems-community/iris-vector-rag,Source: gh-ragas-evaluation,agentic-research
A-0213,agentic-github,ionicfirebaseapp/getwidget/README.md,reference,https://github.com/ionicfirebaseapp/getwidget,Source: gh-promptfoo,agentic-research
A-0214,agentic-github,IPADS-SAI/MobiAgent/README.md,reference,https://github.com/IPADS-SAI/MobiAgent,Source: gh-agent-benchmark,agentic-research
A-0215,agentic-github,IQuestLab/IQuest-Coder-V1/README.md,reference,https://github.com/IQuestLab/IQuest-Coder-V1,Source: gh-swe-bench,agentic-research
A-0216,agentic-github,itsderek23/awesome-eval-driven-development/README.md,reference,https://github.com/itsderek23/awesome-eval-driven-development,Source: gh-deepeval,agentic-research
A-0217,agentic-github,jaceklaskowski/learn-databricks/meetups/Meetup_2026_06_23.ipynb,reference,https://github.com/jaceklaskowski/learn-databricks,Source: gh-mlflow-evaluation,agentic-research
A-0218,agentic-github,jaceklaskowski/learn-databricks/MLflow/WIP 02_MLflow Evaluation Datasets.ipynb,reference,https://github.com/jaceklaskowski/learn-databricks,Source: gh-mlflow-evaluation,agentic-research
A-0219,agentic-github,jamesrochabrun/EvalsUI/README.md,reference,https://github.com/jamesrochabrun/EvalsUI,Source: gh-agent-capability-eval,agentic-research
A-0220,agentic-github,Japan-AISI/aisev/docs/appendix-en.md,reference,https://github.com/Japan-AISI/aisev,Source: gh-ai-safety-eval,agentic-research
A-0221,agentic-github,Japan-AISI/aisev/docs/manual-en.md,reference,https://github.com/Japan-AISI/aisev,Source: gh-ai-safety-eval,agentic-research
A-0222,agentic-github,Japan-AISI/aisev/docs/rt-en.md,reference,https://github.com/Japan-AISI/aisev,Source: gh-ai-safety-eval,agentic-research
A-0223,agentic-github,Japan-AISI/aisev/README-en.md,reference,https://github.com/Japan-AISI/aisev,Source: gh-ai-safety-eval,agentic-research
A-0224,agentic-github,Jezza5153/chefandserve2/scripts/smoke-ai-safety.mts,reference,https://github.com/Jezza5153/chefandserve2,Source: gh-ai-safety-eval,agentic-research
A-0225,agentic-github,jiep/offensive-ai-compilation/README.md,reference,https://github.com/jiep/offensive-ai-compilation,Source: gh-pyrit,agentic-research
A-0226,agentic-github,jihoo-kim/awesome-production-llm/README.md,reference,https://github.com/jihoo-kim/awesome-production-llm,Source: gh-deepeval,agentic-research
A-0227,agentic-github,joshuaswarren/remnic/CHANGELOG.md,reference,https://github.com/joshuaswarren/remnic,Source: gh-agent-rubric,agentic-research
A-0228,agentic-github,jtgsystems/Custom-Modes-Roo-Code/.roomodes.03,reference,https://github.com/jtgsystems/Custom-Modes-Roo-Code,Source: gh-agent-capability-eval,agentic-research
A-0229,agentic-github,justxor/pythonroamap2026/course/stage-17-llm-apps.md,reference,https://github.com/justxor/pythonroamap2026,Source: gh-langsmith-eval,agentic-research
